stock_name,industry,cap,market_cap,pe_ratio,pb_ratio,div_yield,book_value,eps,roe
AAA Technologies,IT Services,Small Cap,119.1,30.54,4.51,0.54,20.5718496,3.04,12.1233
Machino Plastics,Auto Components,Small Cap,136.43,51.44,3.21,0.0,69.2589577,4.32,3.6401
Ganges Securities,Food Products,Small Cap,129.45,27.24,0.24,0.0,548.1240936,4.75,0.7383
Dolfin Rubbers,Auto Components,Small Cap,132.49,31.16,5.12,0.91,25.7868101,4.24,14.6177
Sikko Industries,,Small Cap,132.97,44.22,5.13,0.19,15.4232738,1.79,11.2002
Garg Furnace,Metals & Mining,Small Cap,134.42,20.43,6.19,0.0,54.1740648,16.41,24.8894
Alfred Herbert (India),Machinery,Small Cap,134.37,93.62,1.21,0.2,1443.8727273,18.64,1.4026
Munoth Capital Market,Capital Markets,Small Cap,183.28,0.0,39.43,0.0,5.1697142,-0.37,-4.9362
S & T Corporation,Food Products,Small Cap,124.24,0.0,9.55,0.0,4.0885166,-0.12,-3.3171
Digicontent,Media & Services,Small Cap,132.32,0.0,0.0,0.0,-0.9078621,-0.41,30.303
Ausom Enterprise,Trading Companies,Small Cap,130.19,45.96,1.09,0.52,87.9371512,2.08,1.6453
Times Guaranty,Capital Markets,Small Cap,106.98,60.71,2.4,0.0,49.5624027,1.96,3.9115
Rishiroop,Chemicals,Small Cap,155.32,7.7,1.41,0.88,120.2296771,22.02,13.57
Ishan Dyes & Chemicals,Chemicals,Small Cap,136.21,0.0,1.37,0.0,47.4359737,-3.14,-2.8667
Asit C Mehta Financial Services,Capital Markets,Small Cap,136.27,0.0,3.91,0.0,42.2560114,-14.67,99.8599
Flex Foods,Food Products,Small Cap,129.92,0.0,1.41,0.48,73.9196787,-25.43,-22.8947
Markolines Pavement Technologies,Transport Infra,Small Cap,280.31,17.8,3.27,0.48,44.9146828,8.24,16.7337
Mefcom Capital Markets,Capital Markets,Small Cap,75.18,15.23,4.14,0.0,3.9755654,1.08,-15.6808
Himalaya Granites,,Small Cap,128.81,0.0,0.0,0.0,-20.6536647,-23.25,112.5737
TCI Industries,,Small Cap,122.76,0.0,13.3,0.0,102.5611111,-8.65,-9.3699
Athena Global Technologies,IT Services,Small Cap,127.86,0.0,0.0,0.0,-13.2060498,-16.37,99.7117
Aerpace Industries,Trading Companies,Small Cap,131.07,0.0,9.77,0.0,0.9815326,-0.07,-27.1574
Trescon,,Small Cap,126.05,47.0,1.15,0.0,15.0884853,0.37,2.7369
Pressure Sensitive Systems India,Chemicals,Small Cap,141.24,0.93,1.17,0.0,8.1204554,10.19,91.833
Akar Auto Industries,Auto Components,Small Cap,130.43,17.81,3.09,0.41,39.1027678,6.79,16.6181
VJTF Eduservices,Consumer Services,Small Cap,244.38,0.0,7.41,0.0,18.7470455,-0.14,-0.7574
HIM Teknoforge,Auto Components,Small Cap,127.11,19.59,0.72,0.25,222.9684038,8.25,4.7273
Sagarsoft India,Software,Small Cap,126.57,17.32,1.99,1.01,99.3909144,11.43,10.2246
Cinevista,Entertainment,Small Cap,119.61,0.0,0.0,0.0,-1.4508268,-4.75,-33.4345
Virat Crane Industries,Food Products,Small Cap,128.52,19.73,2.23,0.0,28.1974045,3.19,9.3061
Alkali Metals,Chemicals,Small Cap,125.88,81.35,2.52,1.62,49.0589391,1.52,2.812
Kesar Petroproducts,Chemicals,Small Cap,128.96,74.11,1.07,0.0,12.4199214,0.18,0.4081
Abhinav Capital Services,Financial Services,Small Cap,137.45,13.68,1.75,0.0,113.2692141,14.51,12.8092
Tilak Ventures,Financial Services,Small Cap,128.58,33.94,1.7,0.0,3.4031292,0.17,5.2889
Atal Realtech,Construction,Small Cap,116.94,63.2,3.23,0.0,4.8849345,0.25,5.2949
Sharp India,Household Durables,Small Cap,154.97,0.0,0.0,0.0,-34.7587124,-6.57,18.2373
Sayaji Industries,Food Products,Small Cap,120.08,0.0,1.06,0.53,179.178481,-6.24,3.1543
SNL Bearings,Machinery,Small Cap,125.68,17.26,2.26,1.87,153.7950139,20.17,13.2385
Suraj Industries,,Small Cap,124.67,17.71,2.47,0.0,39.3024901,5.48,19.1945
Shri Krishna Devcon,,Small Cap,122.56,15.41,1.52,0.0,28.801,2.84,11.1287
Tirupati Starch & Chemicals,Chemicals,Small Cap,122.99,21.9,2.65,0.0,57.447052,6.94,12.8271
Prerna Infrabuild,,Small Cap,118.57,16.83,1.2,0.0,27.3128913,1.95,8.6435
Narbada Gems & Jewellery,Apparel & Luxury,Small Cap,147.76,21.23,3.1,0.0,22.5123184,3.29,7.5752
Steel City Securities,Capital Markets,Small Cap,122.44,12.95,1.07,3.7,75.8889085,6.26,9.0307
Panyam Cements & Mineral Industrties,Building Materials,Small Cap,125.7,0.0,0.0,0.0,-172.7896399,-89.6,34.2632
Gammon Infrastructure Projects,Construction,Small Cap,64.04,0.0,0.0,0.0,-26.3054973,-3.36,9.4569
SecMark Consultancy,Professional Services,Small Cap,107.97,0.0,7.75,0.0,13.4121146,-4.24,-43.7346
Mysore Petro Chemicals,Trading Companies,Small Cap,121.53,11.16,0.55,1.36,333.5351838,16.54,6.7499
Super Tannery,Apparel & Luxury,Small Cap,122.77,21.45,1.3,0.44,8.7180705,0.53,6.2392
Tree House Education & Accessories,Consumer Services,Small Cap,128.24,0.0,0.59,0.0,51.2146263,-0.41,-1.983
Opto Circuits (India),Health Care,Small Cap,53.51,0.0,0.0,0.0,-4.0756408,-5.28,-20.2402
Rungta Irrigation,Machinery,Small Cap,149.09,27.02,1.77,0.0,42.3040362,2.77,6.5236
Kothari Fermentation & Biochem,Food Products,Small Cap,123.99,0.0,2.27,0.0,36.4852,-1.19,-8.2342
Odyssey Technologies,Software,Small Cap,124.45,31.12,2.6,0.0,30.3108418,2.53,8.3032
Bansal Roofing Products,Building Products,Small Cap,121.03,29.24,4.65,0.0,19.7501365,3.14,16.3164
B & A,Food Products,Small Cap,139.35,10.68,1.0,0.11,451.3425806,42.07,2.9194
Samrat Pharmachem,Chemicals,Small Cap,116.38,5380.71,1.84,0.27,204.7171521,0.07,2.8046
Royal Cushion Vinyl Products,Building Products,Small Cap,115.07,0.5,0.0,0.0,-39.837487,62.86,0.5793
Palash Securities,Food Products,Small Cap,125.54,0.0,0.26,0.0,491.8798209,-11.86,-3.0941
Wallfort Financial Services,Capital Markets,Small Cap,120.69,4.27,0.84,0.0,148.9630547,29.16,17.7159
Cian Agro Industries & Infrastructure,Food Products,Small Cap,124.82,223.0,6.78,0.0,6.5735596,0.2,0.8687
Nova Iron & Steel,Metals & Mining,Small Cap,116.59,9.84,0.0,0.0,-18.1813503,3.28,10.5321
Eco Hotels & Resorts,,Small Cap,122.54,0.0,5.22,0.0,7.8525792,-1.19,-22.5392
Bihar Sponge Iron,Metals & Mining,Small Cap,157.32,21.8,0.0,0.0,-11.3690193,0.8,-16.6486
Sanco Trans,Air Freight & Logistics,Small Cap,114.57,359.6,1.1,0.19,580.3944444,1.77,0.8243
Golkunda Diamonds & Jewellery,Apparel & Luxury,Small Cap,121.7,16.03,2.62,0.86,66.6979885,10.91,14.205
Polychem,Chemicals,Small Cap,119.0,18.74,3.21,0.67,928.22,158.75,16.5802
Somi Conveyor Beltings,Machinery,Small Cap,118.21,25.41,1.73,0.0,58.0563269,3.95,6.3553
Archit Organosys,Chemicals,Small Cap,99.01,28.89,1.58,1.04,30.6173535,1.67,8.0956
Vardhman Polytex,Textiles,Small Cap,190.63,0.0,0.0,0.0,-133.3980128,-13.04,25.4509
Madhav Copper,Metals & Mining,Small Cap,106.67,0.0,2.83,0.0,13.8976921,-1.52,-8.5178
Resonance Specialties,Chemicals,Small Cap,118.29,33.5,2.35,0.98,43.5255633,3.06,6.1672
Kreon Finnancial Services,Consumer Finance,Small Cap,115.37,54.33,3.35,0.0,17.0470774,1.05,13.256
Visco Trade Associates,,Small Cap,119.59,6.21,1.59,0.0,156.3044474,40.1,9.3217
Aakash Exploration Services,Energy,Small Cap,115.93,30.95,2.12,0.0,5.3919309,0.37,7.907
Kemp & Company,Specialty Retail,Small Cap,122.04,241.97,0.45,1.06,2498.8777778,4.67,0.4468
Jaysynth Dyestuff (India),Chemicals,Small Cap,102.31,13.15,1.01,0.21,116.5144828,8.94,6.2532
RSD Finance,Capital Markets,Small Cap,137.66,13.43,0.72,0.0,146.7843306,7.92,5.4979
Som Datt Finance Corporation,Capital Markets,Small Cap,111.96,12.43,3.84,0.0,29.1353646,9.0,25.8544
ATV Projects India,Machinery,Small Cap,119.68,17.88,0.61,0.0,36.9697666,1.26,3.0696
Agri-Tech (India),,Small Cap,115.8,14.25,1.27,0.0,153.7984848,13.68,-0.6993
Beardsell,Building Products,Small Cap,185.67,17.63,2.71,0.0,17.3966072,2.67,16.7036
Kovilpatti Lakshmi Roller Flour Mills,Food Products,Small Cap,118.03,14.4,1.82,0.94,116.7692073,14.79,12.4868
Kushal,Trading Companies,Small Cap,55.45,0.0,0.05,0.0,44.9756276,-0.25,-8.2418
Lykis,Personal Products,Small Cap,113.13,10.79,3.73,0.0,15.6452194,5.41,47.1234
Flexituff Ventures International,Packaging,Small Cap,116.13,0.0,0.0,0.0,-46.8482695,-52.76,109.7551
NRB Industrial Bearings,Machinery,Small Cap,86.38,0.0,0.0,0.0,-10.6345567,-9.19,69.1056
Sampann Utpadan India,Chemicals,Small Cap,88.12,0.0,16.55,0.0,1.3113273,-0.48,-26.0605
Amarjothi Spinning Mills,Textiles,Small Cap,115.43,10.17,0.62,1.29,274.8752593,16.82,6.119
Biofil Chemicals & Pharmaceuticals,Pharmaceuticals,Small Cap,111.58,167.27,6.32,0.0,10.8583897,0.41,3.8245
B & A Packaging India,,Small Cap,113.26,13.54,1.65,0.66,138.1332661,16.86,12.2519
Ratnabhumi Developers,,Small Cap,167.14,1525.0,4.77,0.0,25.5645255,0.08,0.6847
SPML Infra,Construction,Small Cap,538.76,34.59,1.59,0.0,69.112703,3.18,2.6107
GACM Technologies,Capital Markets,Small Cap,106.79,71.67,122.75,0.0,0.0175148,0.03,14.0297
Virya Resources,,Small Cap,112.5,0.0,19.44,0.0,38.5886667,-2.18,-3.8751
BSEL Algo,,Small Cap,117.57,4.07,0.26,0.0,54.9055919,3.5,11.3444
Dhoot Industrial Finance,Trading Companies,Small Cap,117.8,0.98,0.3,0.0,624.5965495,191.21,6.6038
Aimco Pesticides,Chemicals,Small Cap,114.18,0.0,2.82,0.84,42.2290197,-11.45,-27.8305
KG Petro Chem,Textiles,Small Cap,112.65,0.0,0.88,0.0,246.0373563,-6.24,-1.8982
Shalimar Wires Industries,Electrical Equip.,Small Cap,109.07,18.9,3.1,0.0,8.2418719,1.35,5.4356
Birla Tyres,Auto Components,Small Cap,77.43,0.0,0.0,0.0,-88.2480696,-2.6,2.946
Comfort Intech,Beverages,Small Cap,286.66,21.85,2.16,0.07,4.1575485,0.41,6.6572
Ahasolar Technologies,Specialty Retail,Small Cap,139.98,87.67,8.31,0.0,54.6265242,5.18,4.4721
Sylph Technologies,IT Services,Small Cap,114.21,0.0,5.07,0.0,0.9660335,-0.03,2.9146
Chemtech Industrial Valves,Machinery,Small Cap,113.72,20.93,7.71,0.0,12.8422946,4.73,36.1406
KBS India,Capital Markets,Small Cap,108.86,0.0,3.29,0.0,3.0608681,-0.06,-3.1888
COSCO India,Leisure Products,Small Cap,120.39,50.95,2.52,0.0,114.8338942,5.68,3.6463
Peria Karamalai Tea & Produce Company,Food Products,Small Cap,107.74,313.51,0.59,0.14,590.6218525,1.11,-0.2762
Precision Electronics,Tech Hardware,Small Cap,116.96,496.76,9.94,0.0,8.4981949,0.17,-24.2141
Ansal Housing,,Small Cap,113.65,0.0,1.04,0.0,15.7007292,-2.72,-9.2732
Archies,Specialty Retail,Small Cap,116.51,41.06,1.09,0.0,31.6990823,0.84,2.3819
Zee Learn,Consumer Services,Small Cap,289.57,0.0,24.49,0.0,0.3626353,-8.94,-193.8758
Ballarpur Industries,Paper & Wood Prods,Small Cap,153.92,0.0,0.0,0.0,-7.4496468,-10.21,63.0838
Fortis Malar Hospitals,Health Care,Small Cap,102.26,0.0,1.72,0.0,31.6455136,-8.38,-21.6791
Fiberweb (India),Textiles,Small Cap,111.31,0.0,0.71,0.0,54.2787733,-0.49,-0.3231
Electrotherm (India),Metals & Mining,Small Cap,546.92,2.15,0.0,0.0,-777.3535626,200.01,-19.3384
Akshar Spintex,Textiles,Small Cap,117.6,19.6,2.77,0.0,1.4177034,0.2,13.4338
Malu Paper Mills,Paper & Wood Prods,Small Cap,86.73,0.0,13.23,0.0,3.8429074,-0.16,-70.9792
ITL Industries,Machinery,Small Cap,104.99,12.58,1.6,0.3,204.2514746,26.04,11.6994
Grob Tea Co,,Small Cap,107.43,0.0,1.2,0.22,768.2665852,-36.57,-7.6321
Scoobee Day Garments (India),,Small Cap,109.22,12.6,42.22,0.0,1.9162222,6.42,311.3881
JSL Industries,Electrical Equip.,Small Cap,105.98,21.97,2.91,0.0,310.3046339,41.1,16.9107
Latteys Industries,Machinery,Small Cap,113.55,85.87,6.74,0.0,2.9289196,0.23,15.7247
East West Holdings,Air Freight & Logistics,Small Cap,109.46,429.0,1.47,0.0,5.8406584,0.02,-1.6255
Celebrity Fashions,Apparel & Luxury,Small Cap,99.35,29.65,3.41,0.0,5.386105,0.62,18.5847
Prabhat Telecoms (India),Tech Hardware,Small Cap,107.06,0.0,3.6,0.0,27.7522027,-0.97,-5.0373
Shetron,Packaging,Small Cap,109.17,16.66,2.04,0.41,59.5222222,7.28,11.6296
Everest Organics,Pharmaceuticals,Small Cap,107.28,558.75,2.32,0.0,57.849375,0.24,3.669
Ecoplast,Chemicals,Small Cap,108.02,11.09,2.88,0.42,125.1303333,32.46,23.4273
Welcast Steels,Metals & Mining,Small Cap,105.73,58.34,2.79,0.15,592.2375,28.32,0.5746
Kalyan Capitals,Capital Markets,Small Cap,109.86,19.37,2.5,0.0,8.3729616,1.08,11.1099
Kalyan Capitals,Capital Markets,Small Cap,109.86,19.37,2.5,0.0,8.3729616,1.08,11.1099
Keerthi Industries,Building Materials,Small Cap,107.47,0.0,1.55,0.0,86.4804239,-16.27,-24.3119
Tokyo Plast International,Household Durables,Small Cap,106.88,78.13,1.78,0.0,63.0807368,1.44,0.9494
Goldcrest Corporation,Capital Markets,,,,,,,,
Ambar Protein Industries,Food Products,Small Cap,99.42,27.75,4.15,0.0,41.6975652,6.23,12.7406
Alfa Transformers,Electrical Equip.,Small Cap,103.68,13.44,12.04,0.0,9.4064899,8.43,38.5723
Moksh Ornaments,Apparel & Luxury,Small Cap,105.17,15.43,1.94,0.0,10.1255601,1.27,12.5408
Future Enterprises,Apparel & Luxury,Small Cap,63.35,0.0,0.0,0.0,-5.9447317,-63.25,562.5547
Jayant Infratech,Construction,Small Cap,259.51,72.85,9.8,0.0,27.289732,3.67,16.2848
Dhruva Capital Services,Financial Services,Small Cap,164.26,128.79,15.49,0.0,26.104833,3.14,17.7695
Bright Brothers,Chemicals,Small Cap,101.42,0.0,1.48,0.56,120.9054577,-9.94,-9.5841
Quest Softech (India),IT Services,Small Cap,110.03,0.0,2.2,0.0,19.2342692,-0.85,-80.9168
Shristi Infrastructure Development Corporation,Construction,Small Cap,104.34,0.0,0.0,0.0,-84.1675225,-38.45,41.905
Delta Manufacturing,Electrical Equip.,Small Cap,103.01,0.0,3.21,0.0,29.608575,-9.14,-32.1287
Eyantra ventures,,Small Cap,157.29,285.33,13.91,0.0,62.1316386,3.03,4.4683
Trans India House Impex Ltd,Trading Companies,Small Cap,119.28,37.2,8.2,0.0,5.1701273,1.14,25.0696
Debock Industries,Machinery,Small Cap,100.98,0.0,0.72,0.0,12.7816046,-0.23,5.5971
Navkar Urbanstructure,Building Materials,Small Cap,105.48,36.15,0.87,0.21,5.4129018,0.13,1.3736
Jyoti,Electrical Equip.,Small Cap,108.47,26.39,0.0,0.0,-29.0604309,1.78,-16.3343
Kesar Enterprises,Food Products,Small Cap,102.36,0.0,0.0,0.0,-192.0545886,-26.97,-140.6866
Bengal Tea & Fabrics,Textiles,Small Cap,105.51,0.0,0.91,0.85,128.6766356,-3.64,-2.7958
Oxygenta Pharmaceutical,,Small Cap,109.06,0.0,0.0,0.0,-7.4649902,-4.59,62.4568
SPS Finquest,Financial Services,Small Cap,70.86,0.0,1.13,0.0,61.7852695,-0.18,5.9444
Vidli Restaurants,Restaurants,Small Cap,91.18,44.95,6.31,0.59,12.4767903,1.75,11.2167
Kaycee Industries,Electrical Equip.,Small Cap,104.26,27.35,4.9,0.36,3374.4126984,605.08,16.9798
Mena Mani Industries,Tech Hardware,Small Cap,107.27,213.8,0.0,0.0,-0.1073576,0.05,-45.317
BN Rathi Securities,Capital Markets,Small Cap,103.83,10.54,1.79,1.21,56.5633381,9.61,19.0156
Tayo Rolls,Metals & Mining,Small Cap,100.95,0.0,0.0,0.0,-473.4892788,-3.28,0.6843
Shradha Infraprojects,,Small Cap,131.92,9.69,2.22,1.92,29.3265576,6.72,32.8017
Compuage Infocom,Tech Hardware,Small Cap,69.04,0.0,0.4,1.88,20.246885,-13.33,-65.8576
Morarjee Textiles,Textiles,Small Cap,88.65,0.0,0.0,0.0,-94.4715564,-44.94,35.7755
Manugraph India,Machinery,Small Cap,79.08,0.0,0.8,0.0,32.5966837,-3.63,-17.6747
KBS India,Capital Markets,Small Cap,108.86,0.0,3.29,0.0,3.0608681,-0.06,-3.1888
Keynote Financial Services,Capital Markets,Small Cap,134.01,7.08,1.2,0.52,159.1706553,26.96,10.8478
HOV Services,IT Services,Small Cap,79.26,29.27,3.35,0.0,18.7703252,2.15,10.8683
Relicab Cable Manufacturing,Electrical Equip.,Small Cap,100.64,56.33,8.85,0.0,11.2688884,1.77,15.9675
Raja Bahadur International,,Small Cap,97.88,0.0,0.0,0.0,-87.02,-23.67,-17.6977
Dutron Polymers,Building Products,Small Cap,97.23,32.09,3.67,0.86,44.1701667,5.05,10.8313
Agro Phos India,Chemicals,Small Cap,100.15,0.0,1.81,0.0,27.3512383,-1.39,8.1097
Shilp Gravures,Machinery,Small Cap,99.75,8.69,1.07,1.29,150.8986992,18.66,11.0435
Vippy Spin Pro,Textiles,Small Cap,99.79,55.56,1.38,0.0,123.2238501,3.06,3.3201
Saptarishi Agro Industries,Food Products,Small Cap,92.0,135.2,16.85,0.0,1.605207,0.2,11.4853
Auro Laboratories,Pharmaceuticals,Small Cap,101.02,14.05,2.73,0.0,59.4049759,11.54,13.0337
Parnax Lab,Pharmaceuticals,Small Cap,104.63,11.88,1.55,0.0,58.6347445,7.67,14.5236
Faze Three Autofab,Auto Components,Small Cap,98.46,49.12,1.8,0.0,51.0634328,1.87,3.6536
KG Denim,Textiles,Small Cap,87.45,0.0,2.74,0.0,12.4339038,-11.8,-110.3167
Hisar Metal Industries,Metals & Mining,Small Cap,101.71,15.77,1.75,0.53,107.6481481,11.94,12.6097
WSFX Global Pay,Consumer Finance,Small Cap,96.1,26.62,3.17,0.0,26.1705272,3.12,11.1556
Sangam Finserv,,Small Cap,95.06,13.6,0.77,0.0,132.7734901,7.5,5.7158
Ansal Buildwell,,Small Cap,103.39,8.57,0.94,0.0,148.752439,16.35,-0.071
Shreeram Proteins,Food Products,Small Cap,55.69,0.0,0.73,0.0,1.7694818,-0.01,-0.4321
Lohia Securities,Capital Markets,Small Cap,97.11,4.5,0.95,0.1,205.6516064,43.37,21.1293
Arnold Holdings,Financial Services,Small Cap,137.95,72.81,2.26,0.0,20.3032352,0.63,4.8696
Ludlow Jute & Specialities,Textiles,Small Cap,95.19,0.0,0.55,1.7,159.8328691,-7.07,-2.3465
Creative Castings,Metals & Mining,Small Cap,96.56,21.5,2.71,0.0,273.6515385,34.55,13.4666
Cubex Tubings,Metals & Mining,Small Cap,122.64,28.84,1.82,0.0,46.9490833,2.97,5.6986
Bang Overseas,Apparel & Luxury,Small Cap,69.14,0.0,0.83,0.0,61.5670354,-5.89,-5.5875
Aplab,Tech Hardware,Small Cap,102.85,15.64,12.68,0.0,7.3140667,5.93,84.3761
Auto Pins India,,Small Cap,100.84,64.73,12.82,0.0,13.7846093,2.73,16.6582
Ind Swift,Pharmaceuticals,Small Cap,98.2,3.3,0.0,0.0,-131.6433929,5.5,2.3642
Kanishk Steel Industries,Metals & Mining,Small Cap,97.66,20.69,1.03,0.0,33.4292546,1.66,1.9078
Marshall Machines,Machinery,Small Cap,95.72,0.0,2.11,0.0,18.9534771,-3.08,-20.4485
Tatia Global Vennture,Textiles,Small Cap,100.52,66.3,3.83,0.0,1.7321198,0.1,5.5341
Future Lifestyle Fashions,Specialty Retail,Small Cap,53.67,0.0,0.0,0.0,-100.4265291,-105.81,74.0554
Sizemasters Technology,,Small Cap,149.65,73.36,13.51,0.0,11.0771,2.04,13.5189
Futuristic Solutions,Financial Services,Small Cap,111.96,38.88,7.4,0.94,14.4469914,2.75,19.1429
Raminfo,Software,Small Cap,91.57,14.62,2.65,0.73,51.5554006,9.33,16.8971
National Fittings,Metals & Mining,Small Cap,100.55,21.54,1.79,1.35,61.9971966,5.14,9.1982
Sam Industries,,Small Cap,96.87,9.29,1.45,0.0,60.4439296,9.4,18.9344
Max Heights Infrastructure,,Small Cap,98.34,0.0,3.38,0.0,18.6345735,-0.27,-0.4132
Mukesh Babu Financial Services,Financial Services,Small Cap,103.92,15.71,0.43,0.8,347.3604017,9.49,3.4148
Soma Textiles & Industries,Textiles,Small Cap,80.96,0.0,1.07,0.0,22.987013,-0.18,6.5414
Atlas Jewellery India,Apparel & Luxury,Small Cap,93.31,0.0,0.57,0.0,16.2529485,-0.05,-0.1624
Avance Technologies,Tech Hardware,Small Cap,261.61,0.0,0.7,0.0,1.8776661,0.0,0.2369
Gujarat Intrux,Metals & Mining,Small Cap,95.4,14.48,1.63,3.61,170.3557186,19.18,11.2265
Anjani Foods,Food Products,Small Cap,90.53,73.61,6.57,0.0,4.9306341,0.44,9.6193
Sambhaav Media,Media,Small Cap,89.25,0.0,1.11,0.0,4.2187028,-0.2,-5.4755
Kkalpana Industries (India),Chemicals,Small Cap,94.36,501.5,2.69,0.0,3.7268623,0.02,3.6643
Setco Automotive,Auto Components,Small Cap,112.63,0.0,0.0,0.0,-37.9836208,-10.98,30.7617
Tera Software,IT Services,Small Cap,79.45,15.19,0.73,0.0,87.2011389,4.18,5.3881
Vaswani Industries,Metals & Mining,Small Cap,113.19,15.99,1.04,0.0,36.1998333,2.36,5.0328
Kesar Terminals & Infrastructure,"Oil, Gas & Fuels",Small Cap,92.88,0.0,0.0,0.0,-70.6375684,-39.64,48.4134
Atishay,IT Services,Small Cap,93.22,26.2,2.46,0.0,34.4479427,3.24,5.1578
Dynavision,,Small Cap,90.26,15.48,6.09,0.0,38.6236979,15.18,36.7373
Minal Industries,Apparel & Luxury,Small Cap,92.88,0.0,1.83,0.0,2.650667,0.0,0.1591
Capfin India,,Small Cap,144.77,1871.67,46.55,0.0,10.855587,0.27,6.4924
Krishanveer Forge,Metals & Mining,Small Cap,92.44,20.31,2.52,0.0,33.541947,4.16,7.9317
Bheema Cements,Building Materials,Small Cap,90.04,0.0,1.17,0.0,23.5111921,-10.98,-61.3244
Kranti Industries,Auto Components,Small Cap,92.85,31.06,2.57,0.0,31.7084414,2.62,11.3362
Fischer Chemic,,Small Cap,93.63,0.0,47.08,0.0,7.954,-0.34,0.342
Karma Energy,Energy,Small Cap,96.9,15.8,2.34,0.0,35.7193604,5.3,7.2061
Canopy Finance,,Small Cap,76.75,144.9,6.35,0.0,11.4165013,0.5,5.2871
Quadrant Televentures,Telecom Services,Small Cap,150.62,0.0,0.0,0.0,-39.8463938,-1.81,4.6254
Edvenswa Enterprises,Software,Small Cap,92.49,13.42,2.0,0.0,24.4450047,3.64,13.5325
HB Portfolio,Capital Markets,Small Cap,90.79,28.02,0.35,0.97,240.0238847,3.01,1.1129
Elegant Marbles & Grani Industries,Building Materials,Small Cap,95.11,19.23,0.68,1.27,384.7674863,13.51,4.0753
Halder Venture,,Small Cap,90.89,73.17,1.71,0.35,167.7935268,3.93,7.9467
Orient Press,Packaging,Small Cap,105.2,0.0,1.55,0.0,67.7513,-1.47,-2.271
Rama Vision,Distributors,Small Cap,88.5,29.57,3.45,0.0,24.5769348,2.87,10.3721
Modern Dairies,Food Products,Small Cap,93.98,3.08,0.0,0.0,-31.1287307,13.08,-12.8614
Zenith Steel Pipes & Industries,Metals & Mining,Small Cap,117.38,0.0,0.0,0.0,-18.6994317,-0.73,3.8865
Add-Shop E-Retail,Distributors,Small Cap,82.99,6.59,0.72,0.0,40.4411168,4.45,12.9183
GG Automotive Gears,,Small Cap,90.27,23.97,3.34,0.0,32.4002232,4.52,13.5109
Kenvi Jewels,Apparel & Luxury,Small Cap,88.47,100.0,6.28,0.0,1.1140056,0.07,5.9792
Jagan Lamps,Auto Components,Small Cap,83.7,29.93,2.93,0.0,39.0779517,3.83,10.6048
Titan Intech,Electrical Equip.,Small Cap,89.09,20.94,3.26,0.0,24.888883,3.87,11.2307
Pee Cee Cosma Sope,Household Products,Small Cap,120.38,13.11,3.46,0.44,131.270566,34.66,20.5485
Simmonds Marshall,Machinery,Small Cap,88.0,21.89,2.64,0.0,29.7938393,3.59,-1.7813
Jeevan Scientific Technology,Life Sciences,Small Cap,88.04,0.0,1.8,0.0,31.5493131,-1.85,-4.7831
Cybermate Infotek,Software,Small Cap,85.71,0.0,0.79,0.0,7.2176716,-0.05,-0.1204
James Warren Tea,Food Products,Small Cap,88.36,0.0,0.91,0.0,263.3902703,-8.08,-10.6278
Aro Granite Industries,Building Products,Small Cap,84.9,37.24,0.44,0.0,125.6671242,1.49,-2.5704
Nagreeka Exports,Textiles,Small Cap,105.28,10.9,0.69,0.0,48.6375353,3.09,8.7547
Baba Arts,Entertainment,Small Cap,81.8,33.87,3.43,0.0,4.5364762,0.46,4.6909
Lexus Granito (India),Building Products,Small Cap,84.2,0.0,3.96,0.0,10.5393071,-5.85,-81.526
Poddar Housing & Development,,Small Cap,64.29,0.0,0.73,0.0,138.7501979,-103.99,-67.1781
Madhuveer Com 18 Network,Entertainment,Small Cap,56.7,0.0,8.61,0.0,6.9437911,-0.19,-3.0046
Acknit Industries,Apparel & Luxury,Small Cap,85.99,11.12,1.17,0.53,241.4986842,25.44,10.949
F Mec International Financial Services,,Small Cap,89.81,121.69,8.25,0.0,12.2463474,0.83,4.3924
Saboo Sodium Chloro,Food Products,Small Cap,83.86,0.0,1.79,0.0,11.1704853,-0.6,-5.7382
